count of point to point
679	679
length of point to point
0.2962	0.2708
0.2960	0.2675
0.2948	0.2643
0.2927	0.2614
0.2898	0.2587
0.2865	0.2562
0.2830	0.2542
0.2793	0.2526
0.2759	0.2511
0.2730	0.2502
0.2705	0.2493
0.2687	0.2493
0.2679	0.2493
0.2676	0.2499
0.2678	0.2509
0.2685	0.2520
0.2695	0.2532
0.2704	0.2548
0.2716	0.2562
0.2727	0.2578
0.2734	0.2593
0.2740	0.2609
0.2741	0.2622
0.2739	0.2636
0.2735	0.2649
0.2726	0.2660
0.2715	0.2670
0.2701	0.2680
0.2684	0.2688
0.2666	0.2694
0.2644	0.2701
0.2624	0.2707
0.2602	0.2710
0.2579	0.2713
0.2557	0.2714
0.2535	0.2715
0.2514	0.2714
0.2494	0.2715
0.2475	0.2713
0.2458	0.2712
0.2442	0.2714
0.2427	0.2715
0.2412	0.2719
0.2398	0.2723
0.2384	0.2730
0.2368	0.2738
0.2352	0.2747
0.2337	0.2756
0.2324	0.2768
0.2312	0.2779
0.2301	0.2792
0.2297	0.2804
0.2296	0.2814
0.2301	0.2825
0.2310	0.2833
0.2326	0.2838
0.2345	0.2841
0.2366	0.2842
0.2391	0.2839
0.2419	0.2833
0.2450	0.2826
0.2484	0.2815
0.2521	0.2803
0.2563	0.2787
0.2604	0.2772
0.2647	0.2759
0.2684	0.2745
0.2720	0.2736
0.2748	0.2730
0.2767	0.2726
0.2776	0.2724
0.2774	0.2724
0.2761	0.2726
0.2732	0.2727
0.2691	0.2730
0.2639	0.2732
0.2580	0.2736
0.2516	0.2735
0.2452	0.2737
0.2389	0.2735
0.2334	0.2734
0.2283	0.2731
0.2237	0.2727
0.2193	0.2720
0.2156	0.2713
0.2126	0.2703
0.2104	0.2695
0.2092	0.2683
0.2088	0.2671
0.2096	0.2659
0.2119	0.2644
0.2150	0.2633
0.2190	0.2622
0.2235	0.2612
0.2289	0.2606
0.2348	0.2603
0.2411	0.2602
0.2474	0.2607
0.2538	0.2616
0.2597	0.2626
0.2648	0.2639
0.2692	0.2651
0.2729	0.2661
0.2762	0.2668
0.2787	0.2672
0.2805	0.2670
0.2815	0.2662
0.2819	0.2645
0.2818	0.2625
0.2810	0.2599
0.2799	0.2569
0.2791	0.2536
0.2783	0.2499
0.2770	0.2463
0.2754	0.2429
0.2735	0.2397
0.2712	0.2369
0.2688	0.2345
0.2669	0.2330
0.2656	0.2321
0.2645	0.2324
0.2633	0.2336
0.2623	0.2355
0.2611	0.2381
0.2605	0.2413
0.2600	0.2448
0.2601	0.2488
0.2603	0.2531
0.2609	0.2573
0.2614	0.2616
0.2620	0.2657
0.2627	0.2694
0.2634	0.2728
0.2641	0.2757
0.2649	0.2779
0.2656	0.2799
0.2665	0.2813
0.2672	0.2825
0.2679	0.2833
0.2687	0.2842
0.2698	0.2846
0.2712	0.2851
0.2724	0.2854
0.2738	0.2856
0.2749	0.2859
0.2757	0.2862
0.2764	0.2866
0.2767	0.2870
0.2768	0.2874
0.2767	0.2877
0.2763	0.2880
0.2758	0.2878
0.2751	0.2878
0.2743	0.2874
0.2733	0.2869
0.2722	0.2864
0.2711	0.2857
0.2696	0.2850
0.2681	0.2843
0.2664	0.2836
0.2646	0.2832
0.2633	0.2825
0.2625	0.2823
0.2618	0.2822
0.2617	0.2824
0.2622	0.2828
0.2628	0.2834
0.2636	0.2843
0.2649	0.2851
0.2663	0.2861
0.2678	0.2869
0.2693	0.2877
0.2707	0.2882
0.2722	0.2887
0.2736	0.2886
0.2748	0.2884
0.2760	0.2881
0.2768	0.2873
0.2776	0.2861
0.2782	0.2847
0.2783	0.2827
0.2781	0.2806
0.2777	0.2785
0.2769	0.2765
0.2759	0.2746
0.2749	0.2730
0.2737	0.2716
0.2725	0.2705
0.2715	0.2695
0.2704	0.2690
0.2698	0.2686
0.2692	0.2683
0.2689	0.2682
0.2689	0.2682
0.2691	0.2682
0.2693	0.2680
0.2698	0.2680
0.2703	0.2677
0.2709	0.2677
0.2717	0.2677
0.2727	0.2677
0.2737	0.2679
0.2748	0.2683
0.2759	0.2685
0.2771	0.2688
0.2781	0.2690
0.2789	0.2691
0.2798	0.2690
0.2801	0.2689
0.2805	0.2684
0.2805	0.2683
0.2803	0.2678
0.2799	0.2672
0.2793	0.2666
0.2787	0.2661
0.2777	0.2654
0.2766	0.2648
0.2754	0.2641
0.2741	0.2632
0.2726	0.2623
0.2714	0.2613
0.2704	0.2602
0.2693	0.2593
0.2688	0.2583
0.2683	0.2577
0.2682	0.2571
0.2682	0.2569
0.2685	0.2570
0.2688	0.2577
0.2693	0.2585
0.2698	0.2599
0.2702	0.2611
0.2709	0.2626
0.2713	0.2640
0.2719	0.2652
0.2722	0.2662
0.2726	0.2666
0.2727	0.2667
0.2728	0.2660
0.2727	0.2647
0.2722	0.2632
0.2715	0.2614
0.2709	0.2595
0.2702	0.2578
0.2694	0.2561
0.2686	0.2550
0.2678	0.2542
0.2671	0.2539
0.2662	0.2544
0.2657	0.2552
0.2652	0.2567
0.2650	0.2586
0.2650	0.2608
0.2651	0.2631
0.2654	0.2656
0.2656	0.2680
0.2657	0.2704
0.2661	0.2725
0.2664	0.2743
0.2668	0.2758
0.2669	0.2771
0.2670	0.2780
0.2669	0.2785
0.2666	0.2786
0.2659	0.2785
0.2648	0.2779
0.2635	0.2772
0.2620	0.2761
0.2602	0.2749
0.2579	0.2735
0.2553	0.2720
0.2520	0.2706
0.2484	0.2690
0.2445	0.2678
0.2401	0.2666
0.2358	0.2656
0.2315	0.2649
0.2273	0.2644
0.2235	0.2641
0.2200	0.2642
0.2172	0.2645
0.2153	0.2650
0.2145	0.2657
0.2146	0.2666
0.2152	0.2675
0.2160	0.2683
0.2171	0.2692
0.2187	0.2700
0.2205	0.2706
0.2228	0.2711
0.2251	0.2713
0.2276	0.2714
0.2301	0.2713
0.2325	0.2712
0.2342	0.2710
0.2355	0.2707
0.2362	0.2704
0.2363	0.2702
0.2359	0.2700
0.2351	0.2698
0.2336	0.2699
0.2317	0.2696
0.2295	0.2697
0.2268	0.2696
0.2242	0.2697
0.2215	0.2698
0.2190	0.2701
0.2167	0.2703
0.2148	0.2707
0.2135	0.2710
0.2130	0.2715
0.2133	0.2720
0.2147	0.2722
0.2170	0.2726
0.2201	0.2728
0.2237	0.2729
0.2273	0.2730
0.2312	0.2727
0.2347	0.2728
0.2382	0.2727
0.2414	0.2725
0.2440	0.2726
0.2467	0.2727
0.2488	0.2730
0.2505	0.2733
0.2517	0.2739
0.2523	0.2747
0.2525	0.2755
0.2520	0.2765
0.2511	0.2776
0.2496	0.2789
0.2476	0.2802
0.2453	0.2816
0.2430	0.2832
0.2408	0.2848
0.2391	0.2863
0.2379	0.2879
0.2374	0.2895
0.2375	0.2909
0.2384	0.2923
0.2399	0.2936
0.2422	0.2947
0.2448	0.2957
0.2480	0.2965
0.2513	0.2971
0.2547	0.2975
0.2582	0.2977
0.2617	0.2977
0.2651	0.2974
0.2682	0.2968
0.2710	0.2960
0.2733	0.2948
0.2752	0.2933
0.2767	0.2916
0.2775	0.2896
0.2781	0.2875
0.2782	0.2849
0.2779	0.2824
0.2773	0.2796
0.2766	0.2769
0.2756	0.2743
0.2747	0.2717
0.2736	0.2697
0.2726	0.2675
0.2717	0.2659
0.2710	0.2645
0.2704	0.2634
0.2704	0.2627
0.2708	0.2625
0.2715	0.2625
0.2725	0.2629
0.2740	0.2637
0.2755	0.2647
0.2774	0.2661
0.2793	0.2676
0.2813	0.2692
0.2832	0.2710
0.2852	0.2728
0.2869	0.2746
0.2887	0.2762
0.2902	0.2779
0.2914	0.2794
0.2922	0.2805
0.2927	0.2816
0.2929	0.2825
0.2926	0.2834
0.2922	0.2840
0.2918	0.2846
0.2912	0.2849
0.2903	0.2852
0.2895	0.2863
0.1883	0.1845
0.1806	0.1778
0.1731	0.1709
0.1658	0.1646
0.1590	0.1585
0.1524	0.1528
0.1466	0.1476
0.1409	0.1428
0.1359	0.1385
0.1314	0.1348
Total length 
 174.7042	178.0310
